ISO3,Year,gdp_growth_2030,poverty_2030,resilience_2030,scenario
AFG,2030,7.349826820799674e-08,0.8000000000000078,-0.37403202275533953,global_crisis
ARG,2030,1.0628397053506692e-09,1.2010833333333406,-0.04975651592504052,global_crisis
AUS,2030,7.450978591619565e-08,0.5000833333333333,0.7185325241207543,global_crisis
BEL,2030,6.27702753526458e-08,0.0,1.541392535239894,global_crisis
BGD,2030,7.229962526186268e-08,25.38441904761921,-0.32835055608264807,global_crisis
CAN,2030,7.39197478943497e-08,0.20000000000000195,0.7856206644706425,global_crisis
CHN,2030,7.230273028983592e-08,0.0,1.0731659864662717,global_crisis
DEU,2030,1.1890477588628886e-09,0.20000000000000195,1.679155650146988,global_crisis
ESP,2030,7.27977829914455e-08,0.8000000000000078,0.9777108014271231,global_crisis
FRA,2030,7.303969298091505e-08,0.10000000000000098,1.49662770699678,global_crisis
GBR,2030,6.143901610586574e-08,0.5000833333333333,1.2659410214802689,global_crisis
HRV,2030,7.348630440760246e-08,0.4000000000000039,0.28198577916829715,global_crisis
IND,2030,7.229962526186268e-08,5.006150396825403,-0.13914217317751482,global_crisis
IRN,2030,7.269947455163545e-08,2.7953996693121805,-0.5061588725992183,global_crisis
IRQ,2030,7.394372357451904e-08,0.8000000000000078,-0.27058555088702185,global_crisis
ISR,2030,7.426772095835426e-08,0.6999999999999927,0.894457929571303,global_crisis
ITA,2030,7.305034254604674e-08,0.6999999999999927,1.0488477124068905,global_crisis
JPN,2030,7.42209656893503e-08,1.2008333333333405,0.12718568341315012,global_crisis
LKA,2030,1.0628397053506692e-09,2.7068189153439297,-0.14036634187725266,global_crisis
PAK,2030,1.0628397053506692e-09,16.339853968253966,-0.4372588262903723,global_crisis
PRT,2030,7.347595506680919e-08,0.20000000000000195,0.49221197591940247,global_crisis
RUS,2030,7.250281799790762e-08,0.20000000000000195,0.6139865873768893,global_crisis
SAU,2030,7.432305640833734e-08,0.8000000000000078,0.579706377443448,global_crisis
SWE,2030,1.1890477588628886e-09,1.3012166666666596,0.8918766892061444,global_crisis
USA,2030,7.357984295917472e-08,1.204618055555562,0.7918363482351893,global_crisis
